"","gap","yr","eco","plot","obs"
"4522",53.92,5,3,1566,176
"4523",28.68,5,3,1566,176
"4524",9.6,5,3,1566,56
"4525",67.16,5,1,1437,231
"4526",57.72,5,1,1437,176
"4527",56.2,5,1,1437,56
"4528",97.52,5,1,1747,176
"4529",98.88,5,1,1747,56
"4530",96.92,5,1,1747,231
"4531",67.84,5,1,1678,135
"4532",73.88,5,1,1678,176
"4533",52.88,5,1,1678,231
"4534",37.46,5,3,1569,231
"4535",38.22,5,3,1569,56
"4536",55.72,5,3,1569,231
"4537",88.08,5,3,1752,135
"4538",80.8,5,3,1752,56
"4539",78.44,5,3,1752,231
"4540",43.32,5,3,1467,56
"4541",43.36,5,3,1467,231
"4542",39.16,5,3,1467,56
"4543",32.44,5,3,1570,180
"4544",44.36,5,3,1570,180
"4545",60.52,5,3,1570,176
"4546",36.28,5,3,1574,135
"4547",77.56,5,3,1574,176
"4548",83.88,5,3,1574,176
"4549",70.76,5,1,1737,231
"4550",45.08,5,1,1737,176
"4551",45.04,5,1,1737,56
"4552",72.52,5,1,1739,56
"4553",86.52,5,1,1739,135
"4554",74.28,5,1,1739,231
"4555",52.2,5,1,1741,176
"4556",78.8,5,1,1741,135
"4557",60.8,5,1,1741,56
"4558",67.28,5,1,1743,56
"4559",82.2,5,1,1743,231
"4560",46.36,5,1,1743,56
"4561",34.16,5,3,1632,176
"4562",6.12,5,3,1632,56
"4563",5.4,5,3,1632,56
"4564",41.48,5,3,1753,231
"4565",7.84,5,3,1753,135
"4566",77.4,5,3,1753,176
"4567",9.04,5,1,972,231
"4568",5.3,5,1,972,176
"4569",6.3,5,1,972,56
"4570",71.84,5,1,1563,56
"4571",34.32,5,1,1563,56
"4572",62.96,5,1,1563,176
"4573",95.54,3,3,5,1
"4574",91.92,3,3,5,229
"4575",97.7,3,3,5,1
"4576",80.82,3,3,963,178
"4577",65.6,3,3,963,178
"4578",81.1,3,3,963,1
"4579",77.96,3,1,966,178
"4580",55.7,3,1,966,252
"4581",69.46,3,1,966,178
"4582",57.26,3,3,62,229
"4583",55.26,3,3,62,229
"4584",66.24,3,3,62,229
"4585",57.64,3,3,993,178
"4586",45,3,3,993,178
"4587",83.86,3,1,970,252
"4588",76.92,3,1,970,178
"4589",44.54,3,1,970,252
"4590",78.2,3,1,973,1
"4591",47.14,3,1,973,178
"4592",36.34,3,1,973,178
"4593",66.4,2,3,665,228
"4594",59.38,2,3,665,155
"4595",75.64,2,3,665,228
"4596",63.3,2,1,666,177
"4597",71.62,2,1,666,228
"4598",47.3,2,1,666,49
"4599",35.38,2,1,668,177
"4600",66.78,2,1,668,228
"4601",60.38,2,1,668,49
"4602",56.8,4,3,1545,179
"4603",78.04,4,3,1545,22
"4604",54.04,4,3,1545,22
"4605",52.32,4,3,1547,185
"4606",39.52,4,3,1547,22
"4607",66.64,4,3,1547,179
"4608",45.36,4,3,1549,22
"4609",77.28,4,3,1549,179
"4610",75.72,4,3,1549,185
"4611",54.24,4,1,1551,22
"4612",71.28,4,1,1551,185
"4613",65.4,4,1,1551,179
"4614",23.62,4,1,967,22
"4615",83.42,4,1,967,179
"4616",70.44,4,1,967,179
"4617",39.88,4,1,971,179
"4618",13.44,4,1,971,22
"4619",34.82,4,1,971,179
"4620",66.88,4,1,1445,185
"4621",68.68,4,1,1445,22
"4622",43.68,4,1,1445,22
"4623",82.12,4,1,1677,185
"4624",69.2,4,1,1677,230
"4625",94.68,4,1,1448,185
"4626",89.72,4,1,1448,22
"4627",59.32,4,1,1448,22
"4628",58.64,4,1,1451,179
"4629",86.68,4,1,1451,185
"4630",49.56,4,1,1680,179
"4631",70.44,4,1,1680,185
"4632",41.16,4,1,1680,22
"4633",50.4,4,3,1665,230
"4634",45.12,4,3,1665,230
"4635",61.92,4,3,1665,185
"4636",97.56,4,3,1439,230
"4637",99.4,4,3,1439,230
"4638",98.72,4,3,1439,185
"4639",63.48,4,1,1442,230
"4640",93.84,4,1,1442,185
"4641",96.48,4,1,1442,185
"4642",21.28,4,1,1543,22
"4643",16.64,4,1,1543,22
"4644",74.64,4,1,1543,179
"4645",83.66,4,3,964,179
"4646",51,4,3,964,22
"4647",109.82,4,3,964,179
"4648",49.2,4,1,1454,22
"4649",40.52,4,1,1454,22
"4650",91.2,4,1,1454,185
"4651",33.08,4,1,1457,22
"4652",51.16,4,1,1457,185
"4653",52.76,4,1,1457,185
"4654",76.92,4,3,1460,185
"4655",91.36,4,3,1460,185
"4656",68.72,4,3,1460,22
"4657",54.6,4,1,1436,22
"4658",30.8,4,1,1436,22
"4659",87.36,4,1,1436,185
"4660",16.9,4,1,974,22
"4661",8.56,4,1,974,22
"4662",29.14,4,1,974,179
"4663",16.02,1,3,61,109
"4664",16.66,1,3,61,221
"4665",36.22,1,3,61,48
"4666",4.36,7,3,2729,182
"4667",15.4,7,3,2729,182
"4668",2.72,7,3,2729,182
"4669",2.8,7,1,2744,16
"4670",10.8,7,1,2744,16
"4671",1.2,7,1,2744,16
"4672",0,7,1,2749,16
"4673",0,7,1,2749,16
"4674",0,7,1,2749,16
"4675",43.48,7,1,2753,86
"4676",37.36,7,1,2753,86
"4677",35.76,7,1,2753,86
"4678",11.48,7,1,2757,182
"4679",18.28,7,1,2757,182
"4680",3.4,7,1,2757,182
"4681",8.68,7,3,2762,16
"4682",4,7,3,2762,16
"4683",0,7,3,2762,16
"4684",44.48,7,3,2766,182
"4685",3.08,7,3,2766,182
"4686",42.08,7,3,2766,182
"4687",12,7,3,2772,182
"4688",19.08,7,3,2772,182
"4689",26.84,7,3,2772,182
"4690",11,7,3,2773,16
"4691",6.72,7,3,2773,16
"4692",3.52,7,3,2773,16
"4693",27.16,7,3,2774,86
"4694",17.12,7,3,2774,86
"4695",12.96,7,3,2774,86
"4696",8.76,7,3,2775,16
"4697",10.88,7,3,2775,16
"4698",70.4,7,3,2775,16
"4699",4.24,7,1,2776,86
"4700",7.12,7,1,2776,86
"4701",11.76,7,1,2776,86
"4702",88.56,7,1,2817,16
"4703",77.32,7,1,2817,16
"4704",100,7,1,2817,16
"4705",19.04,7,1,2818,86
"4706",24.88,7,1,2818,86
"4707",20.08,7,1,2818,86
"4708",0,7,1,2820,182
"4709",0,7,1,2820,182
"4710",0,7,1,2820,182
"4711",65.4,7,3,2821,16
"4712",46.04,7,3,2821,16
"4713",51.04,7,3,2821,16
"4714",21.96,7,3,2725,86
"4715",16.24,7,3,2725,86
"4716",29.84,7,3,2725,86
"4717",53.4,7,3,2727,86
"4718",29.56,7,3,2727,86
"4719",67.12,7,3,2727,86
"4720",1.36,7,1,2662,86
"4721",0,7,1,2662,86
"4722",0,7,1,2662,86
"4723",47.28,7,1,2637,16
"4724",42.32,7,1,2637,16
"4725",26.28,7,1,2637,16
"4726",2.96,7,1,2573,182
"4727",0,7,1,2573,182
"4728",0,7,1,2573,182
"4729",24.08,7,1,2580,182
"4730",46.12,7,1,2580,182
"4731",42.92,7,1,2580,182
"4732",2.24,7,1,2582,16
"4733",1.16,7,1,2582,16
"4734",18.88,7,1,2582,16
"4735",0.8,7,1,2595,86
"4736",19.8,7,1,2595,86
"4737",8.4,7,1,2595,86
"4738",98,7,1,2599,16
"4739",94.76,7,1,2599,16
"4740",81.56,7,1,2599,16
"4741",43.52,7,1,2608,182
"4742",47.56,7,1,2608,182
"4743",52.28,7,1,2608,182
"4744",27.64,7,1,2685,16
"4745",45.04,7,1,2685,16
"4746",41.96,7,1,2685,16
"4747",0.96,7,1,2686,182
"4748",0.8,7,1,2686,182
"4749",5.76,7,1,2686,182
"4750",79.4,7,1,2515,16
"4751",65.08,7,1,2515,16
"4752",62.52,7,1,2515,16
"4753",56.72,7,1,2527,86
"4754",63.56,7,1,2527,86
"4755",62.64,7,1,2527,86
"4756",84.96,7,1,2545,182
"4757",64.44,7,1,2545,182
"4758",91.64,7,1,2545,182
"4759",18.68,7,1,2551,16
"4760",29.64,7,1,2551,16
"4761",21.6,7,1,2551,16
"4762",0,7,1,2555,86
"4763",0,7,1,2555,86
"4764",0,7,1,2555,86
"4765",90.88,7,1,2682,16
"4766",86.6,7,1,2682,16
"4767",92,7,1,2682,16
"4768",0.88,7,1,2684,86
"4769",1.16,7,1,2684,86
"4770",0,7,1,2684,86
"4771",14.92,7,1,2714,16
"4772",29.04,7,1,2714,16
"4773",9.28,7,1,2714,16
"4774",65.6,7,1,2658,182
"4775",50.64,7,1,2658,182
"4776",45.12,7,1,2658,182
"4777",44.64,8,1,3011,243
"4778",37.64,8,1,3011,175
"4779",86.64,8,1,3011,243
"4780",100,8,1,3016,132
"4781",100,8,1,3016,175
"4782",100,8,1,3016,132
"4783",65.32,8,1,3022,132
"4784",80.68,8,1,3022,243
"4785",69.64,8,1,3022,243
"4786",94.56,8,1,3032,132
"4787",67.92,8,1,3032,243
"4788",90.48,8,1,3032,132
"4789",79.56,8,3,3051,132
"4790",87.36,8,3,3051,132
"4791",68.88,8,3,3051,132
"4792",1.12,8,3,3055,175
"4793",1.32,8,3,3055,132
"4794",21.04,8,3,3055,132
"4795",10.8,8,3,3062,175
"4796",13.32,8,3,3062,132
"4797",35.68,8,3,3062,175
"4798",56,8,1,3071,243
"4799",41.32,8,1,3071,175
"4800",46.88,8,1,3071,175
"4801",56.8,8,1,3075,175
"4802",69.32,8,1,3075,132
"4803",56.08,8,1,3075,175
"4804",86.92,8,3,3094,175
"4805",65.64,8,3,3094,243
"4806",78.64,8,3,3094,175
"4807",70.52,8,1,3097,175
"4808",65.28,8,1,3097,132
"4809",64.24,8,1,3097,175
"4810",28.56,8,1,3099,243
"4811",49.12,8,1,3099,243
"4812",77.6,8,1,3099,175
"4813",81.32,8,1,3103,175
"4814",81.08,8,1,3103,132
"4815",68.68,8,1,3103,175
"4816",80.2,8,1,3107,243
"4817",89.36,8,1,3107,175
"4818",95.76,8,1,3107,175
"4819",84.52,8,1,3113,175
"4820",84.92,8,1,3113,175
"4821",42.76,8,1,3113,243
"4822",69.88,8,1,3117,175
"4823",78.48,8,1,3117,175
"4824",62.04,8,1,3117,175
"4825",87.48,8,1,3132,175
"4826",77.6,8,1,3132,243
"4827",84.36,8,1,3132,175
"4828",72.48,8,1,3138,243
"4829",78.36,8,1,3138,175
"4830",91.52,8,1,3138,175
"4831",78.8,8,1,3140,175
"4832",69.6,8,1,3140,132
"4833",74.12,8,1,3140,132
"4834",68.92,8,3,3150,175
"4835",79.08,8,3,3150,132
"4836",77.64,8,3,3150,132
"4837",77.4,8,3,3151,175
"4838",69.16,8,3,3151,175
"4839",74.72,8,3,3151,132
"4840",57.16,8,3,3153,243
"4841",62.64,8,3,3153,132
"4842",62.12,8,3,3153,243
"4843",35.76,8,1,3155,243
"4844",70.32,8,1,3155,175
"4845",53.64,8,1,3155,243
"4846",63.44,8,1,3163,175
"4847",52.24,8,1,3163,243
"4848",56.8,8,1,3163,132
"4849",71.72,8,1,3190,175
"4850",66.92,8,1,3190,132
"4851",71.28,8,1,3190,132
"4852",67.08,8,1,3194,132
"4853",60.48,8,1,3194,132
"4854",73.96,8,1,3194,132
"4855",83.84,8,1,3198,175
"4856",64.96,8,1,3198,132
"4857",69.68,8,1,3198,175
"4858",42.04,8,1,3203,243
"4859",61.88,8,1,3203,132
"4860",46,8,1,3203,132
"4861",74.28,8,1,3205,132
"4862",59.84,8,1,3205,132
"4863",45.16,8,1,3205,132
"4864",59.4,8,1,3210,132
"4865",64.2,8,1,3210,132
"4866",42.08,8,1,3210,132
"4867",56.28,8,1,3212,243
"4868",51.24,8,1,3212,132
"4869",60.08,8,1,3212,132
"4870",45.64,8,1,3224,132
"4871",57.24,8,1,3224,132
"4872",58.72,8,1,3224,132
"4873",65.56,8,1,3233,175
"4874",57.72,8,1,3233,132
"4875",67.4,8,1,3233,132
"4876",65.56,8,1,3242,175
"4877",49.52,8,1,3242,175
"4878",95.16,8,1,3242,175
"4879",68.32,8,1,3247,132
"4880",71.4,8,1,3247,132
"4881",88.6,8,1,3247,132
"4882",48.84,8,1,3252,175
"4883",24.48,8,1,3252,175
"4884",44.52,8,1,3252,132
"4885",83.44,8,1,3253,243
"4886",62.6,8,1,3253,243
"4887",67.6,8,1,3253,175
"4888",47.8,8,1,2984,175
"4889",31.88,8,1,2984,132
"4890",34.36,8,1,2984,132
"4891",41.32,8,3,2995,243
"4892",29.08,8,3,2995,132
"4893",35.68,8,3,2995,132
"4894",11.12,8,1,3001,175
"4895",23.96,8,1,3001,132
"4896",21.16,8,1,3001,243
"4897",58.24,8,1,3005,132
"4898",67.12,8,1,3005,175
"4899",68.6,8,1,3005,132
"4900",20.4,8,1,3009,243
"4901",8.96,8,1,3009,243
"4902",1.28,8,1,3009,132
"4903",10.24,6,1,2094,114
"4904",4.16,6,1,2094,114
"4905",18.08,6,1,2094,114
"4906",74.08,6,1,2102,195
"4907",52.04,6,1,2102,157
"4908",54.32,6,1,2102,195
"4909",45.64,6,1,2107,157
"4910",40.32,6,1,2107,157
"4911",46.2,6,1,2107,114
"4912",71.96,6,1,2110,195
"4913",58.44,6,1,2110,195
"4914",56.52,6,1,2110,195
"4915",36.92,6,1,2117,195
"4916",60.64,6,1,2117,195
"4917",38.04,6,1,2117,195
"4918",31.64,6,1,2149,195
"4919",41.12,6,1,2149,157
"4920",40.2,6,1,2149,114
"4921",36.84,6,1,2152,114
"4922",60.32,6,1,2152,114
"4923",37.64,6,1,2152,195
"4924",61.24,6,1,2156,195
"4925",59.6,6,1,2156,195
"4926",58.52,6,1,2156,195
"4927",57.48,6,1,2160,168
"4928",69.68,6,1,2160,14
"4929",76.64,6,1,2160,14
"4930",49.72,6,1,2163,168
"4931",58.16,6,1,2163,163
"4932",43.56,6,1,2163,14
"4933",55.36,6,1,2166,195
"4934",50.44,6,1,2166,195
"4935",12.36,6,1,2166,195
"4936",54.04,6,1,2169,157
"4937",58.8,6,1,2169,157
"4938",47.96,6,1,2169,157
"4939",40.12,6,1,2173,157
"4940",41.04,6,1,2173,157
"4941",25.8,6,1,2173,195
"4942",22,6,1,2177,195
"4943",62.68,6,1,2177,157
"4944",31.96,6,1,2177,195
"4945",56.24,6,1,2188,114
"4946",65.8,6,1,2188,114
"4947",52.76,6,1,2188,114
"4948",53.64,6,1,2190,114
"4949",51.4,6,1,2190,114
"4950",41.08,6,1,2190,114
"4951",13.6,6,1,2192,157
"4952",12.12,6,1,2192,157
"4953",19.52,6,1,2192,157
"4954",30.8,6,1,2194,195
"4955",24.28,6,1,2194,195
"4956",30.92,6,1,2194,195
"4957",75.12,6,1,2197,168
"4958",58.08,6,1,2197,168
"4959",71.4,6,1,2197,14
"4960",48.56,6,1,2200,14
"4961",35.24,6,1,2200,14
"4962",2.04,6,1,2200,14
"4963",69.92,6,1,2202,163
"4964",72.76,6,1,2202,163
"4965",60.72,6,1,2202,163
"4966",59.76,6,1,2206,14
"4967",63.56,6,1,2206,14
"4968",77.44,6,1,2206,163
"4969",66.76,6,1,2211,14
"4970",65.44,6,1,2211,14
"4971",75.76,6,1,2211,14
"4972",36.12,6,1,2214,168
"4973",66.6,6,1,2214,168
"4974",53.68,6,1,2214,168
"4975",20.72,6,1,2230,114
"4976",26.96,6,1,2230,114
"4977",20.2,6,1,2230,114
"4978",30.88,6,1,2235,157
"4979",28.48,6,1,2235,157
"4980",46.56,6,1,2235,157
"4981",19.96,6,1,2244,114
"4982",11.36,6,1,2244,114
"4983",36.84,6,1,2244,114
"4984",56.4,6,1,2247,157
"4985",39.68,6,1,2247,157
"4986",36.72,6,1,2247,157
"4987",49.8,6,1,2252,195
"4988",42.28,6,1,2252,195
"4989",51.68,6,1,2252,195
"4990",53.44,6,1,2255,195
"4991",50,6,1,2255,195
"4992",52.32,6,1,2255,195
"4993",47.88,6,3,2276,168
"4994",33.88,6,3,2276,168
"4995",50.92,6,3,2276,168
"4996",66.8,6,3,2278,168
"4997",49.32,6,3,2278,168
"4998",46.12,6,3,2278,14
"4999",31.48,6,3,2279,168
"5000",37.44,6,3,2279,14
"5001",38.88,6,3,2279,14
"5002",69.2,6,3,2281,168
"5003",67.2,6,3,2281,168
"5004",78.88,6,3,2281,168
"5005",71.24,6,3,2283,14
"5006",66.44,6,3,2283,14
"5007",73.84,6,3,2283,14
"5008",34.72,6,1,2290,114
"5009",53.84,6,1,2290,114
"5010",48.4,6,1,2290,114
"5011",15.2,6,1,2291,195
"5012",17.56,6,1,2291,195
"5013",16.24,6,1,2291,195
"5014",31.84,6,3,2293,157
"5015",23.16,6,3,2293,157
"5016",35.52,6,3,2293,157
"5017",22.2,6,1,2295,157
"5018",59.64,6,1,2295,157
"5019",29.92,6,1,2295,114
"5020",63.48,6,1,2297,114
"5021",60.56,6,1,2297,114
"5022",66.44,6,1,2297,157
"5023",30.04,6,1,2299,114
"5024",39.04,6,1,2299,114
"5025",29.4,6,1,2299,195
"5026",33.72,6,1,2300,195
"5027",38.8,6,1,2300,195
"5028",53.08,6,1,2300,114
"5029",37.24,6,1,2324,114
"5030",41.76,6,1,2324,114
"5031",31.12,6,1,2324,114
"5032",44.88,6,1,2325,195
"5033",24.68,6,1,2325,195
"5034",40.88,6,1,2325,157
"5035",36,6,1,2326,157
"5036",21.96,6,1,2326,157
"5037",31.6,6,1,2326,195
"5038",18.6,6,1,2327,114
"5039",38.48,6,1,2327,114
"5040",12.52,6,1,2327,114
"5041",44,6,1,2336,195
"5042",43.44,6,1,2336,114
"5043",43.68,6,1,2336,114
"5044",35,6,3,2339,157
"5045",38.56,6,3,2339,157
"5046",28.84,6,3,2339,195
"5047",51.6,6,1,2341,114
"5048",59.24,6,1,2341,114
"5049",48.92,6,1,2341,157
"5050",53.64,6,3,2343,168
"5051",53.04,6,3,2343,168
"5052",42.8,6,3,2343,168
"5053",37.88,6,1,2344,114
"5054",56.84,6,1,2344,114
"5055",57.64,6,1,2344,195
"5056",66.44,6,3,2345,163
"5057",90.24,6,3,2345,65
"5058",58.32,6,3,2345,163
"5059",42.48,6,1,2347,195
"5060",63.32,6,1,2347,195
"5061",52.92,6,1,2347,157
"5062",63.48,6,3,2348,168
"5063",80.84,6,3,2348,168
"5064",82,6,3,2348,163
"5065",69.64,6,3,2351,168
"5066",96.76,6,3,2351,65
"5067",67.32,6,3,2351,65
"5068",57.76,6,1,2352,114
"5069",53.44,6,1,2352,114
"5070",58.4,6,1,2352,157
"5071",74.96,6,3,2356,65
"5072",71.92,6,3,2356,163
"5073",76.88,6,3,2356,65
"5074",75.64,6,1,2357,163
"5075",65.88,6,1,2357,168
"5076",64.28,6,1,2357,168
"5077",55,6,1,2360,168
"5078",60.2,6,1,2360,168
"5079",60.2,6,1,2360,65
"5080",81.04,6,1,2363,65
"5081",89.28,6,1,2363,163
"5082",67.16,6,1,2363,65
"5083",28.92,6,3,2364,195
"5084",16.4,6,3,2364,195
"5085",20.12,6,3,2364,114
"5086",47.96,6,1,2366,157
"5087",40.24,6,1,2366,157
"5088",53.36,6,1,2366,195
"5089",52.24,6,1,2371,114
"5090",31.52,6,1,2371,114
"5091",48.16,6,1,2371,157
"5092",61.56,6,1,2373,114
"5093",30.72,6,1,2373,114
"5094",48.8,6,1,2373,195
"5095",48.16,6,1,2374,195
"5096",43.92,6,1,2374,195
"5097",24.92,6,1,2374,195
"5098",52.92,6,3,2384,77
"5099",42.04,6,3,2384,77
"5100",40.52,6,3,2384,77
"5101",35.12,6,1,2385,52
"5102",20.16,6,1,2385,52
"5103",26.84,6,1,2385,52
"5104",58.6,6,1,2386,52
"5105",61.8,6,1,2386,52
"5106",63.76,6,1,2386,52
"5107",34.52,6,1,2388,157
"5108",47.36,6,1,2388,157
"5109",20.88,6,1,2388,157
"5110",50.6,6,1,2389,114
"5111",45.52,6,1,2389,114
"5112",40,6,1,2389,114
"5113",23.32,6,3,2390,195
"5114",19.28,6,3,2390,114
"5115",37.28,6,3,2390,195
"5116",59.2,6,1,2392,157
"5117",67.68,6,1,2392,157
"5118",56.28,6,1,2392,157
"5119",31.52,6,3,2395,195
"5120",37.16,6,3,2395,195
"5121",19.2,6,3,2395,195
"5122",30.96,6,1,2396,114
"5123",40.92,6,1,2396,114
"5124",45.2,6,1,2396,114
"5125",22.48,6,3,2408,114
"5126",35.8,6,3,2408,114
"5127",39.04,6,3,2408,114
"5128",28.64,6,1,2410,52
"5129",27.8,6,1,2410,52
"5130",25.88,6,1,2410,52
"5131",53.64,6,1,2411,195
"5132",41.28,6,1,2411,195
"5133",51.68,6,1,2411,195
"5134",28.72,6,1,2412,52
"5135",36.04,6,1,2412,41
"5136",45.56,6,1,2412,52
"5137",23.48,6,1,2415,195
"5138",20.88,6,1,2415,195
"5139",14.44,6,1,2415,195
"5140",46.72,6,1,2416,157
"5141",64.12,6,1,2416,157
"5142",32.68,6,1,2416,157
"5143",49.06,1,3,271,70
"5144",57.98,1,3,271,190
"5145",86.36,1,3,271,73
"5146",54.28,1,3,272,70
"5147",81.68,1,3,272,73
"5148",47.28,1,3,272,190
"5149",31.4,1,3,273,190
"5150",87.72,1,3,273,73
"5151",56.86,1,3,273,70
"5152",77.06,1,3,274,73
"5153",63.54,1,3,274,70
"5154",24.96,1,3,274,190
"5155",54.16,1,3,275,70
"5156",35.3,1,3,275,190
"5157",88.4,1,3,275,73
"5158",66.34,1,3,276,73
"5159",63.68,1,3,276,190
"5160",55.46,1,3,276,70
"5161",46.34,1,3,277,190
"5162",69.86,1,3,277,70
"5163",84.28,1,3,277,73
"5164",90.28,1,3,262,190
"5165",80.58,1,3,262,70
"5166",78.76,1,3,262,73
"5167",40.8,1,3,263,70
"5168",18.58,1,3,263,190
"5169",83.7,1,3,263,73
"5170",61.72,1,3,264,73
"5171",55.66,1,3,264,70
"5172",47.14,1,3,264,190
"5173",87.72,1,3,265,73
"5174",17.34,1,3,265,190
"5175",43.56,1,3,265,70
"5176",22.76,1,3,266,70
"5177",21.62,1,3,266,190
"5178",90.32,1,3,266,73
"5179",75.24,1,3,267,70
"5180",86.72,1,3,267,73
"5181",28.66,1,3,267,190
"5182",34.1,1,3,268,190
"5183",44.08,1,3,268,70
"5184",36.42,1,3,268,190
"5185",6.26,1,3,269,190
"5186",49.1,1,3,269,73
"5187",15.3,1,3,269,70
"5188",79.32,1,3,270,73
"5189",61.12,1,3,270,70
"5190",68.76,1,3,270,190
"5191",54.88,1,3,278,190
"5192",87.12,1,3,278,73
"5193",72.94,1,3,278,70
"5194",85.84,1,3,279,73
"5195",26.54,1,3,279,190
"5196",60.34,1,3,279,70
"5197",33.44,1,3,280,190
"5198",59.76,1,3,280,73
"5199",70.2,1,3,280,70
"5200",58.7,1,3,281,190
"5201",54.14,1,3,281,70
"5202",58.38,1,3,281,73
"5203",73.26,1,3,282,190
"5204",83.44,1,3,282,70
"5205",87.6,1,3,282,73
"5206",71.4,1,3,283,70
"5207",76.04,1,3,283,70
"5208",77.12,1,3,283,190
"5209",76.78,1,3,284,70
"5210",88.82,1,3,284,73
"5211",72.86,1,3,284,190
"5212",49.44,1,3,285,73
"5213",44.54,1,3,285,73
"5214",42.36,1,3,285,70
"5215",93.4,1,3,344,73
"5216",64.06,1,3,344,70
"5217",63.22,1,3,344,190
"5218",88.86,1,3,345,73
"5219",29.88,1,3,345,190
"5220",45.7,1,3,345,70
"5221",56.16,1,3,346,190
"5222",55.64,1,3,346,70
"5223",92.74,1,3,346,73
"5224",23.9,1,3,348,190
"5225",24.7,1,3,348,70
"5226",62.24,1,3,348,73
"5227",84.52,1,3,352,73
"5228",75.06,1,3,352,70
"5229",69.5,1,3,352,190
"5230",29.98,1,3,354,70
"5231",34.72,1,3,354,190
"5232",77.6,1,3,354,73
"5233",51.3,1,3,358,190
"5234",86.5,1,3,358,73
"5235",50.5,1,3,358,70
"5236",40.54,1,3,360,70
"5237",55.64,1,3,360,190
"5238",86.06,1,3,360,73
"5239",48.24,2,1,625,62
"5240",45.34,2,1,625,10
"5241",47.42,2,1,625,71
"5242",72.2,2,1,696,10
"5243",70.62,2,1,696,62
"5244",74.16,2,1,696,71
"5245",59.56,2,1,697,10
"5246",63.36,2,1,697,71
"5247",56.74,2,1,697,62
"5248",57.3,2,1,698,62
"5249",65.16,2,1,698,71
"5250",56.88,2,1,698,10
"5251",54.34,2,1,699,10
"5252",54.26,2,1,699,71
"5253",47.66,2,1,699,51
"5254",42.3,2,1,700,62
"5255",53.14,2,1,700,10
"5256",39.22,2,1,700,51
"5257",44.04,2,1,701,10
"5258",55.24,2,1,701,62
"5259",65.22,2,1,701,71
"5260",46.92,2,1,725,10
"5261",44.34,2,1,725,71
"5262",43.9,2,1,725,10
"5263",35.34,2,1,726,10
"5264",45.9,2,1,726,71
"5265",47.48,2,1,726,62
"5266",58.84,2,1,727,71
"5267",69.56,2,1,727,10
"5268",61.72,2,1,727,62
"5269",56.52,2,1,728,10
"5270",58.96,2,1,728,71
"5271",61.88,2,1,728,62
"5272",51.1,2,1,733,10
"5273",56.1,2,1,733,62
"5274",57.96,2,1,733,71
"5275",51.24,2,1,744,71
"5276",37.22,2,1,744,62
"5277",35.32,2,1,744,10
"5278",53.04,2,1,746,62
"5279",54.6,2,1,746,71
"5280",50.14,2,1,746,10
"5281",36.06,2,1,750,62
"5282",25.3,2,1,750,71
"5283",45.06,2,1,750,10
"5284",61.36,2,3,809,10
"5285",51.84,2,3,809,71
"5286",66.44,2,3,809,62
"5287",66.32,2,1,810,71
"5288",62.38,2,1,810,62
"5289",62.76,2,1,810,10
"5290",44.5,2,3,811,10
"5291",14.3,2,3,811,71
"5292",30.16,2,3,811,62
"5293",48.24,2,3,812,71
"5294",50.3,2,3,812,62
"5295",43.82,2,3,812,10
"5296",22.68,2,3,813,62
"5297",27.68,2,3,813,10
"5298",15.8,2,3,813,71
"5299",59.94,2,1,820,62
"5300",61.44,2,1,820,71
"5301",65.08,2,1,820,10
"5302",49.56,2,1,844,62
"5303",46.36,2,1,844,71
"5304",58.6,2,1,844,10
"5305",62.04,2,1,845,62
"5306",74.54,2,1,845,10
"5307",71.34,2,1,845,71
"5308",45.74,2,1,847,10
"5309",62.26,2,1,847,62
"5310",38.02,2,1,847,71
"5311",51.86,2,1,849,71
"5312",45.54,2,1,849,62
"5313",54.14,2,1,849,10
"5314",65.26,2,1,851,62
"5315",64.42,2,1,851,10
"5316",61.06,2,1,851,71
"5317",73.6,2,1,852,62
"5318",76.86,2,1,852,71
"5319",63.26,2,1,852,10
"5320",67.44,2,1,857,71
"5321",64.58,2,1,857,62
"5322",60.32,2,1,857,62
"5323",58.38,2,1,867,71
"5324",71.9,2,1,867,10
"5325",69.46,2,1,867,62
"5326",30.94,2,3,868,62
"5327",34.52,2,3,868,71
"5328",52.16,2,3,868,10
"5329",57.84,2,1,869,71
"5330",56.2,2,1,869,62
"5331",48.52,2,1,869,10
"5332",61.54,2,3,870,71
"5333",57.22,2,3,870,10
"5334",58.62,2,3,870,62
"5335",65.48,2,1,871,71
"5336",57.76,2,1,871,62
"5337",62.48,2,1,871,10
"5338",75.08,2,1,872,62
"5339",52.88,2,1,872,10
"5340",65.4,2,1,872,71
"5341",57.94,3,1,1072,130
"5342",59.58,3,1,1072,213
"5343",60.92,3,1,1072,130
"5344",73.34,3,1,1078,130
"5345",89.46,3,1,1078,44
"5346",73.9,3,1,1078,130
"5347",62.04,3,1,1084,130
"5348",63.08,3,1,1084,213
"5349",70.2,3,1,1084,130
"5350",66.22,3,1,1088,44
"5351",75.34,3,1,1088,130
"5352",69.16,3,1,1088,130
"5353",80,3,1,1117,213
"5354",82.64,3,1,1117,44
"5355",85.7,3,1,1117,130
"5356",79.86,3,1,1124,44
"5357",86.56,3,1,1124,213
"5358",85,3,1,1124,130
"5359",84.24,3,1,1129,213
"5360",73.24,3,1,1129,44
"5361",80.78,3,1,1129,130
"5362",67.56,3,1,1134,213
