"","gap","yr","eco","plot","obs"
"893",93.72,5,1,1831,193
"894",96.18,5,1,1831,193
"895",88.82,5,1,1831,193
"896",74.28,5,1,1833,88
"897",67.9,5,1,1833,88
"898",78.22,5,1,1833,88
"899",70.36,5,1,1835,208
"900",80.52,5,1,1835,208
"901",72.24,5,1,1835,208
"902",85.42,5,1,1838,193
"903",82.82,5,1,1838,193
"904",84.42,5,1,1838,193
"905",81.48,5,1,1840,88
"906",81.06,5,1,1840,88
"907",78.76,5,1,1840,88
"908",71.66,5,1,1841,193
"909",89.42,5,1,1841,193
"910",77.82,5,1,1841,193
"911",67.32,5,1,1843,88
"912",69,5,1,1843,88
"913",68.98,5,1,1843,88
"914",95.78,5,1,1844,208
"915",93.3,5,1,1844,208
"916",83.68,5,1,1844,193
"917",87.62,5,1,1862,193
"918",78.42,5,1,1862,193
"919",86.62,5,1,1862,193
"920",77.24,5,1,1864,88
"921",82.06,5,1,1864,193
"922",87.52,5,1,1864,208
"923",86.04,5,1,1866,208
"924",86.5,5,1,1866,88
"925",88.66,5,1,1866,208
"926",75.62,4,1,1501,101
"927",77.38,4,1,1501,19
"928",73.74,4,1,1501,101
"929",77.82,4,1,1505,19
"930",80.82,4,1,1505,19
"931",84.62,4,1,1505,19
"932",78.58,4,1,1506,101
"933",82.12,4,1,1506,101
"934",78.6,4,1,1506,101
"935",83.56,4,1,1538,101
"936",67.16,4,1,1538,101
"937",79,4,1,1538,101
"938",77.74,4,1,1582,19
"939",69.9,4,1,1582,19
"940",67.64,4,1,1582,19
"941",72.08,4,1,1586,212
"942",75.94,4,1,1586,212
"943",82.84,4,1,1586,212
"944",77.6,4,1,1600,212
"945",86.96,4,1,1600,212
"946",87.8,4,1,1600,212
"947",76.84,4,1,1603,212
"948",81.64,4,1,1603,212
"949",70.8,4,1,1603,212
"950",80.22,4,1,1605,101
"951",71.18,4,1,1605,101
"952",79.68,4,1,1605,101
"953",60.9,4,1,1606,19
"954",81.6,4,1,1606,19
"955",61.62,4,1,1606,19
"956",99.28,7,1,2539,28
"957",99.64,7,1,2539,28
"958",99.08,7,1,2539,28
"959",86.76,7,1,2541,46
"960",79.88,7,1,2541,46
"961",81.48,7,1,2541,46
"962",84.12,7,1,2543,83
"963",75.08,7,1,2543,83
"964",67.96,7,1,2543,83
"965",76,7,1,2548,28
"966",77.8,7,1,2548,28
"967",65.76,7,1,2548,28
"968",90.8,7,1,2484,46
"969",91.12,7,1,2484,46
"970",93.52,7,1,2484,46
"971",64.28,7,2,2497,28
"972",65.48,7,2,2497,28
"973",49.08,7,2,2497,28
"974",90.56,7,1,2533,83
"975",75.8,7,1,2533,83
"976",76.32,7,1,2533,83
"977",63.84,7,1,2537,28
"978",60.28,7,1,2537,28
"979",62.76,7,1,2537,28
"980",75.32,7,1,2621,46
"981",73.2,7,1,2621,46
"982",86.44,7,1,2621,46
"983",94.44,7,1,2623,28
"984",78,7,1,2623,28
"985",88.04,7,1,2623,28
"986",84.04,7,1,2627,46
"987",88,7,1,2627,46
"988",86.36,7,1,2627,46
"989",91.8,7,1,2635,46
"990",84.36,7,1,2635,46
"991",87.36,7,1,2635,46
"992",90.88,7,1,2713,46
"993",93.72,7,1,2713,46
"994",87.8,7,1,2713,46
"995",77.12,7,1,2716,28
"996",70.16,7,1,2716,83
"997",68.52,7,1,2716,83
"998",76.92,7,1,2720,83
"999",72.6,7,1,2720,83
"1000",80.84,7,1,2720,83
"1001",63.76,7,1,2724,83
"1002",58.48,7,1,2724,83
"1003",65.16,7,1,2724,83
"1004",54.28,7,1,2760,83
"1005",74.92,7,1,2760,83
"1006",68.36,7,1,2760,83
"1007",66.56,7,1,2767,28
"1008",41.96,7,1,2767,28
"1009",63.64,7,1,2767,28
"1010",90.8,7,1,2657,46
"1011",79.68,7,1,2657,46
"1012",66.32,7,1,2664,28
"1013",79.64,7,1,2664,28
"1014",64.96,7,1,2664,28
"1015",63.88,7,1,2667,83
"1016",61.44,7,1,2667,83
"1017",64.44,7,1,2667,83
"1018",74.32,7,1,2671,28
"1019",80.68,7,1,2671,28
"1020",80.48,7,1,2671,28
"1021",81.68,7,1,2709,83
"1022",66.68,7,1,2709,83
"1023",57.92,7,1,2709,83
"1024",68.04,7,2,2476,83
"1025",71.52,7,2,2476,83
"1026",73.88,7,2,2476,83
"1027",71.24,7,1,2479,28
"1028",74.72,7,1,2479,28
"1029",74.68,7,1,2479,28
"1030",72.04,7,1,2481,28
"1031",92.08,7,1,2481,28
"1032",59.6,7,1,2481,28
"1033",65.64,8,1,2989,226
"1034",87.56,8,1,2989,226
"1035",67.68,8,1,2989,226
"1036",70.88,8,1,2990,154
"1037",69.64,8,1,2990,27
"1038",87.84,8,1,2990,27
"1039",75.92,8,1,2991,226
"1040",70.8,8,1,2991,226
"1041",76.4,8,1,2991,226
"1042",75.48,8,1,2992,27
"1043",81.88,8,1,2992,27
"1044",83.96,8,1,2992,27
"1045",68.04,8,1,3018,27
"1046",73.64,8,1,3018,27
"1047",74.48,8,1,3018,27
"1048",82,8,1,2969,154
"1049",70.36,8,1,2969,154
"1050",75.68,8,1,2969,154
"1051",85.2,8,2,2971,226
"1052",80.08,8,2,2971,226
"1053",84.88,8,2,2971,226
"1054",74.92,8,2,2975,27
"1055",77.68,8,2,2975,27
"1056",74.92,8,2,2975,27
"1057",77.8,8,1,2978,226
"1058",97.92,8,1,2978,226
"1059",84.24,8,1,2978,226
"1060",96.44,8,1,2988,154
"1061",100,8,1,2988,154
"1062",94.24,8,1,2988,154
"1063",61.44,8,1,3020,154
"1064",52.76,8,1,3020,154
"1065",78.48,8,1,3020,154
"1066",88.52,8,1,3025,27
"1067",82.76,8,1,3025,27
"1068",89.68,8,1,3025,27
"1069",86.6,8,1,3030,27
"1070",83.76,8,1,3030,27
"1071",78.32,8,1,3030,27
"1072",97.56,8,1,3036,154
"1073",99.76,8,1,3036,154
"1074",88.44,8,1,3036,154
"1075",57.88,8,1,3038,27
"1076",43.8,8,1,3038,27
"1077",41.28,8,1,3038,27
"1078",82.2,8,1,3040,27
"1079",62.92,8,1,3040,27
"1080",66.52,8,1,3040,27
"1081",90.48,8,1,3149,154
"1082",37,8,1,3149,154
"1083",81.24,8,1,3149,154
"1084",73.68,8,1,3152,154
"1085",93.92,8,1,3152,154
"1086",78.64,8,1,3152,154
"1087",75.56,8,1,3158,27
"1088",67.8,8,1,3158,27
"1089",59.88,8,1,3158,27
"1090",86.52,8,1,3186,210
"1091",75.52,8,1,3186,210
"1092",84.64,8,1,3186,210
"1093",84.24,8,1,3188,210
"1094",65.32,8,1,3188,210
"1095",60.88,8,1,3188,210
"1096",76.2,8,1,3193,210
"1097",82.96,8,1,3193,210
"1098",73.44,8,1,3193,210
"1099",100,8,1,3196,210
"1100",100,8,1,3196,210
"1101",100,8,1,3196,210
"1102",98.36,8,1,3197,210
"1103",99.84,8,1,3197,210
"1104",98.68,8,1,3197,210
"1105",89.84,8,1,3199,210
"1106",98.08,8,1,3199,226
"1107",95.4,8,1,3199,210
"1108",94.84,8,1,3201,210
"1109",68.36,8,1,3201,210
"1110",87.72,8,1,3201,210
"1111",79.28,8,1,3204,210
"1112",79.32,8,1,3204,210
"1113",78.88,8,1,3204,210
"1114",55.68,6,1,2109,41
"1115",53.56,6,1,2109,41
"1116",61,6,1,2109,77
"1117",64.56,6,1,2226,41
"1118",70.8,6,1,2226,41
"1119",69.36,6,1,2226,41
"1120",75.04,6,1,2234,41
"1121",94.84,6,1,2234,41
"1122",76.36,6,1,2234,41
"1123",55.36,6,1,2236,52
"1124",61.4,6,1,2236,52
"1125",57.52,6,1,2236,52
"1126",66.16,6,1,2242,52
"1127",63.08,6,1,2242,52
"1128",71.04,6,1,2242,41
"1129",71.36,6,1,2245,52
"1130",56.72,6,1,2245,52
"1131",73.68,6,1,2245,52
"1132",88.56,6,1,2248,77
"1133",91.4,6,1,2248,77
"1134",60,6,1,2248,77
"1135",78.44,6,1,2253,41
"1136",66.6,6,1,2253,41
"1137",42.52,6,1,2253,52
"1138",24.52,6,1,2254,52
"1139",44.92,6,1,2254,52
"1140",36.04,6,1,2254,52
"1141",33.84,6,1,2271,52
"1142",39.6,6,1,2271,41
"1143",30.68,6,1,2271,52
"1144",58.92,6,1,2272,41
"1145",67.24,6,1,2272,77
"1146",51.68,6,1,2272,77
"1147",77.48,6,1,2274,52
"1148",81.64,6,1,2274,77
"1149",76.64,6,1,2274,52
"1150",43.64,6,1,2275,52
"1151",68.28,6,1,2275,41
"1152",68.08,6,1,2275,41
"1153",11.64,6,1,2277,41
"1154",15.8,6,1,2277,41
"1155",15.32,6,1,2277,77
"1156",40.68,6,1,2280,52
"1157",54.36,6,1,2280,52
"1158",68.16,6,1,2280,77
"1159",53.24,6,1,2282,52
"1160",47.76,6,1,2282,52
"1161",51.76,6,1,2282,41
"1162",38.84,6,1,2284,41
"1163",58.04,6,1,2284,77
"1164",56.32,6,1,2284,41
"1165",46.08,6,1,2310,52
"1166",67.28,6,1,2310,41
"1167",55.12,6,1,2310,52
"1168",30.68,6,1,2313,41
"1169",74.44,6,1,2313,41
"1170",61.4,6,1,2313,41
"1171",45.4,6,1,2315,77
"1172",26.08,6,1,2315,52
"1173",14.48,6,1,2315,52
"1174",73.28,6,1,2317,52
"1175",57.6,6,1,2317,41
"1176",37.84,6,1,2317,52
"1177",62.96,6,1,2335,52
"1178",52.92,6,1,2335,52
"1179",79.72,6,1,2335,77
"1180",43.44,6,1,2338,77
"1181",44.6,6,1,2338,77
"1182",41.32,6,1,2338,77
"1183",63.08,6,1,2340,52
"1184",41.96,6,1,2340,52
"1185",64.04,6,1,2340,41
"1186",60.64,6,1,2346,77
"1187",61.6,6,1,2346,77
"1188",46.88,6,1,2346,77
"1189",80.04,6,1,2349,41
"1190",59,6,1,2349,41
"1191",66.76,6,1,2349,77
"1192",40.92,6,1,2350,52
"1193",51.32,6,1,2350,52
"1194",43.48,6,1,2350,52
"1195",76.52,6,1,2354,52
"1196",76.56,6,1,2354,52
"1197",70.16,6,1,2354,52
"1198",71.8,6,1,2391,77
"1199",84.8,6,1,2391,77
"1200",90.36,6,1,2391,77
"1201",18.08,6,1,2394,52
"1202",47.64,6,1,2394,41
"1203",38.28,6,1,2394,52
"1204",79.08,6,1,2399,77
"1205",58.6,6,1,2399,77
"1206",51.84,6,1,2399,52
"1207",52.72,1,1,129,199
"1208",50.88,1,1,129,33
"1209",56.6,1,1,129,63
"1210",66.34,1,1,381,33
"1211",57.46,1,1,381,33
"1212",59.34,1,1,381,199
"1213",40.86,1,1,92,63
"1214",46.7,1,1,92,33
"1215",47.12,1,1,92,199
"1216",71.12,1,1,101,33
"1217",70.36,1,1,101,239
"1218",68.48,1,1,101,199
"1219",31.74,1,1,237,33
"1220",37.54,1,1,237,63
"1221",41.16,1,1,237,199
"1222",56.54,1,1,239,63
"1223",42.08,1,1,239,33
"1224",45.12,1,1,239,199
"1225",35.14,1,1,240,199
"1226",33.32,1,1,240,33
"1227",46.56,1,1,240,63
"1228",40.28,1,1,243,63
"1229",44.28,1,1,243,199
"1230",46.92,1,1,243,33
"1231",35.14,1,1,246,63
"1232",35.88,1,1,246,199
"1233",45.54,1,1,246,33
"1234",43.22,1,1,247,33
"1235",27.68,1,1,247,63
"1236",33.46,1,1,247,199
"1237",29.86,1,1,249,33
"1238",34.9,1,1,249,63
"1239",39.32,1,1,249,199
"1240",77.64,1,1,251,63
"1241",55.22,1,1,251,199
"1242",49.28,1,1,251,33
"1243",44.04,1,1,253,33
"1244",43.3,1,1,253,63
"1245",62.22,1,1,253,199
"1246",53.44,1,1,256,33
"1247",49.74,1,1,256,199
"1248",55.34,1,1,256,63
"1249",45.96,1,1,261,33
"1250",57.58,1,1,261,33
"1251",51.26,1,1,261,63
"1252",79.8,1,1,286,33
"1253",55.78,1,1,286,63
"1254",69.86,1,1,286,199
"1255",50.5,1,1,287,63
"1256",57.34,1,1,287,33
"1257",64.26,1,1,287,199
"1258",54.3,1,1,288,199
"1259",51.72,1,1,288,63
"1260",54.22,1,1,288,33
"1261",27.14,1,1,289,33
"1262",25.36,1,1,289,63
"1263",30.06,1,1,289,199
"1264",64.84,1,1,290,63
"1265",51.12,1,1,290,33
"1266",38.22,1,1,290,199
"1267",51.52,1,1,291,199
"1268",45.6,1,1,291,33
"1269",46.18,1,1,291,63
"1270",41.08,1,1,292,63
"1271",77,1,1,292,33
"1272",45.76,1,1,292,199
"1273",60.64,1,1,310,199
"1274",61.52,1,1,310,33
"1275",55.44,1,1,310,63
"1276",45.32,1,1,311,63
"1277",40.12,1,1,311,33
"1278",32.54,1,1,311,199
"1279",66.56,1,1,312,63
"1280",58.56,1,1,312,33
"1281",31.02,1,1,312,199
"1282",28.78,1,1,315,33
"1283",70.98,1,1,315,199
"1284",58.66,1,1,315,63
"1285",32.38,1,1,316,63
"1286",42.14,1,1,316,199
"1287",48.94,1,1,316,33
"1288",21.74,1,1,319,199
"1289",27.9,1,1,319,33
"1290",29.78,1,1,319,63
"1291",43.9,1,1,320,199
"1292",46.8,1,1,320,33
"1293",34.76,1,1,320,33
"1294",32.58,1,1,321,63
"1295",27.36,1,1,321,33
"1296",29.68,1,1,321,199
"1297",46.92,1,1,322,33
"1298",34.18,1,1,322,63
"1299",43.76,1,1,322,203
"1300",33.34,1,1,323,199
"1301",31.16,1,1,323,63
"1302",27.24,1,1,323,33
"1303",42.8,1,1,324,199
"1304",46.46,1,1,324,33
"1305",30.74,1,1,324,63
"1306",51.54,1,1,325,33
"1307",29.3,1,1,325,63
"1308",23.08,1,1,325,199
"1309",51.28,1,1,326,33
"1310",28.76,1,1,326,63
"1311",35.56,1,1,326,199
"1312",46.28,1,1,328,199
"1313",48.58,1,1,328,33
"1314",37,1,1,328,199
"1315",38.74,1,1,330,199
"1316",57.92,1,1,330,33
"1317",44.68,1,1,330,63
"1318",48.04,1,1,331,33
"1319",33.14,1,1,331,199
"1320",45.06,1,1,331,63
"1321",43.28,1,1,335,63
"1322",48.32,1,1,335,33
"1323",60.82,1,1,335,199
"1324",52.2,1,1,336,33
"1325",48.2,1,1,336,199
"1326",31.92,1,1,336,63
"1327",32.76,1,1,337,63
"1328",41.98,1,1,337,199
"1329",40.56,1,1,337,33
"1330",30.46,1,1,339,33
"1331",33.6,1,1,339,199
"1332",18.72,1,1,339,63
"1333",44.26,1,1,340,33
"1334",49.2,1,1,340,63
"1335",51.58,1,1,340,199
"1336",53.34,1,1,351,33
"1337",51.26,1,1,351,63
"1338",54.32,1,1,351,199
"1339",32.84,1,1,355,33
"1340",19.86,1,1,355,63
"1341",34.94,1,1,355,199
"1342",28.4,1,1,357,199
"1343",3.2,1,1,357,33
"1344",17.04,1,1,357,63
"1345",45.44,1,1,359,33
"1346",47.7,1,1,359,199
"1347",52.06,1,1,359,33
"1348",40.48,1,1,361,63
"1349",42.1,1,1,361,199
"1350",60.96,1,1,361,33
"1351",35.34,1,1,362,33
"1352",40.28,1,1,362,63
"1353",47.04,1,1,362,199
"1354",38.32,1,1,364,199
"1355",56.14,1,1,364,33
"1356",42.24,1,1,364,33
"1357",46.28,1,1,366,33
"1358",68.48,1,1,366,33
"1359",42.88,1,1,366,199
"1360",11.28,1,1,367,33
"1361",4.08,1,1,367,63
"1362",19.32,1,1,367,199
"1363",36.74,1,1,368,199
"1364",36.52,1,1,368,199
"1365",32.92,1,1,368,33
"1366",48.6,1,1,369,199
"1367",47.42,1,1,369,199
"1368",58.44,1,1,369,33
"1369",44.68,1,1,370,33
"1370",46.5,1,1,370,33
"1371",45.22,1,1,370,199
"1372",61.74,1,1,372,33
"1373",46.98,1,1,372,33
"1374",63.94,1,1,372,199
"1375",51.38,1,1,373,199
"1376",76.1,1,1,373,33
"1377",84.18,1,1,373,199
"1378",47.14,1,1,374,33
"1379",63.52,1,1,374,199
"1380",50.58,1,1,374,199
"1381",52.8,1,1,375,199
"1382",51.84,1,1,375,199
"1383",48.26,1,1,375,33
"1384",38.88,1,1,376,33
"1385",55.38,1,1,376,199
"1386",42.6,1,1,376,33
"1387",45.8,1,1,377,199
"1388",49.48,1,1,377,33
"1389",56.22,1,1,377,199
"1390",56.96,1,1,379,199
"1391",46.64,1,1,379,63
"1392",54.62,1,1,379,33
"1393",50.96,1,1,407,33
"1394",58.32,1,1,407,199
"1395",45.84,1,1,407,199
"1396",54.62,1,1,426,63
"1397",54.56,1,1,426,199
"1398",46.72,1,1,426,33
"1399",33.92,1,1,435,33
"1400",35.48,1,1,435,199
"1401",42.4,1,1,435,199
"1402",41.18,1,1,437,33
"1403",47.08,1,1,437,199
"1404",59.3,1,1,437,199
"1405",41.18,1,1,440,63
"1406",46.88,1,1,440,33
"1407",39.46,1,1,440,199
"1408",57.14,1,1,441,33
"1409",68.2,1,1,441,199
"1410",63.18,1,1,441,199
"1411",45.28,1,1,442,199
"1412",34.38,1,1,442,33
"1413",40.56,1,1,442,199
"1414",59.32,1,1,443,199
"1415",64.42,1,1,443,33
"1416",75.4,1,1,443,199
"1417",65.48,1,1,444,33
"1418",46.48,1,1,444,199
"1419",50.04,1,1,444,199
"1420",22.38,1,1,445,33
"1421",56.1,1,1,445,33
"1422",21.66,1,1,445,199
"1423",38.96,1,1,446,199
"1424",53.44,1,1,446,199
"1425",49.36,1,1,446,33
"1426",50.76,1,1,447,199
"1427",51,1,1,447,199
"1428",36.46,1,1,447,33
"1429",51.1,1,1,451,199
"1430",41.74,1,1,451,199
"1431",49.82,1,1,451,33
"1432",62.24,2,1,752,116
"1433",59.68,2,1,752,116
"1434",60.34,2,1,752,116
"1435",28.42,2,1,753,103
"1436",24.18,2,1,753,103
"1437",38.7,2,1,753,103
"1438",1.5,2,1,762,103
"1439",4.86,2,1,762,103
"1440",14.06,2,1,762,103
"1441",70.82,2,1,842,34
"1442",69.04,2,1,842,34
"1443",66.34,2,1,842,116
"1444",44.76,2,1,858,103
"1445",42.62,2,1,858,103
"1446",34.58,2,1,858,103
"1447",55.08,2,1,859,103
"1448",40.8,2,1,859,103
"1449",44.4,2,1,859,103
"1450",29.58,2,1,860,103
"1451",35.98,2,1,860,103
"1452",52.32,2,1,860,103
"1453",41.68,2,1,861,103
"1454",41,2,1,861,103
"1455",51.4,2,1,861,103
"1456",77.22,2,1,862,34
"1457",85.64,2,1,862,34
"1458",79.92,2,1,862,34
"1459",61.94,2,1,863,103
"1460",60.14,2,1,863,103
"1461",61.46,2,1,863,103
"1462",78.88,2,1,864,103
"1463",76.98,2,1,864,103
"1464",66.28,2,1,864,103
"1465",70.9,2,1,865,34
"1466",73.98,2,1,865,34
"1467",75.94,2,1,865,34
"1468",80.94,2,1,866,34
"1469",74.74,2,1,866,34
"1470",57.98,2,1,866,34
"1471",59.96,2,1,873,116
"1472",83.64,2,1,873,116
"1473",48.22,2,1,873,116
"1474",65.58,2,1,876,34
"1475",61.28,2,1,876,34
"1476",54.34,2,1,876,34
"1477",67.14,2,1,886,116
"1478",66.24,2,1,886,116
"1479",57.8,2,1,886,116
"1480",56.86,2,1,887,103
"1481",65.12,2,1,887,34
"1482",55.46,2,1,887,103
"1483",73.38,2,1,888,34
"1484",57.72,2,1,888,103
"1485",65.22,2,1,888,103
"1486",68.1,2,1,889,34
"1487",65.32,2,1,889,34
"1488",71.54,2,1,889,116
"1489",68.02,2,1,890,34
"1490",63.98,2,1,890,116
"1491",52.46,2,1,890,34
"1492",61.02,2,1,891,116
"1493",69.22,2,1,891,103
"1494",67.12,2,1,891,116
"1495",66.74,2,1,892,116
"1496",56.82,2,1,892,116
"1497",36.18,2,1,892,103
"1498",69.86,2,1,893,34
"1499",38.16,2,1,893,103
"1500",56.06,2,1,893,103
"1501",49.94,2,1,894,103
"1502",46.72,2,1,894,103
"1503",53.54,2,1,894,103
"1504",50.88,2,1,899,103
"1505",72.42,2,1,899,116
"1506",63.26,2,1,899,116
"1507",47.04,2,1,900,103
"1508",65.06,2,1,900,34
"1509",56.7,2,1,900,103
"1510",58,2,1,901,34
"1511",61.6,2,1,901,116
"1512",63.64,2,1,901,34
"1513",57.28,3,1,1062,117
"1514",59.7,3,1,1062,117
"1515",51.48,3,1,1062,117
"1516",64.82,3,1,1085,117
"1517",71.1,3,1,1085,117
"1518",56.58,3,1,1085,117
"1519",59.34,3,1,1193,234
"1520",61.98,3,1,1193,234
"1521",60.5,3,1,1193,234
"1522",71.36,3,1,1196,152
"1523",71.54,3,1,1196,152
"1524",73.04,3,1,1196,152
"1525",54.32,3,1,1272,117
"1526",34.92,3,1,1272,106
"1527",52.02,3,1,1272,106
"1528",54.42,3,1,1236,117
"1529",59.66,3,1,1236,117
"1530",59.26,3,1,1236,117
"1531",59.3,3,1,1240,234
"1532",59.7,3,1,1240,234
"1533",62.1,3,1,1240,234
"1534",34.12,3,1,1260,117
"1535",56.98,3,1,1260,117
"1536",56.8,3,1,1260,117
"1537",70.02,3,1,1263,152
"1538",62.86,3,1,1263,152
"1539",73.08,3,1,1263,152
"1540",63.5,3,1,1267,117
"1541",68.46,3,1,1267,117
"1542",60.68,3,1,1267,152
"1543",61.66,3,1,1273,152
"1544",68.36,3,1,1273,152
"1545",80.4,3,1,1273,152
"1546",57.04,3,1,1278,117
"1547",63,3,1,1278,117
"1548",61.72,3,1,1278,117
"1549",64.94,3,1,1280,234
"1550",58.66,3,1,1280,234
"1551",56.34,3,1,1280,234
"1552",64,3,1,1282,152
"1553",58.64,3,1,1282,152
"1554",58.98,3,1,1282,152
"1555",80.92,3,1,1284,117
"1556",83.38,3,1,1284,117
"1557",76.18,3,1,1284,117
"1558",77.64,3,1,1286,234
"1559",85.9,3,1,1286,234
"1560",77.54,3,1,1286,234
"1561",47.1,3,1,1301,152
"1562",53.54,3,1,1301,152
"1563",49.82,3,1,1301,152
"1564",63.26,3,1,1318,117
"1565",67.42,3,1,1318,117
"1566",71.98,3,1,1318,117
"1567",66.76,3,1,1322,152
"1568",71.76,3,1,1322,152
"1569",71.78,3,1,1322,152
"1570",67.22,3,1,1332,234
"1571",63.06,3,1,1332,234
"1572",65.54,3,1,1332,234
"1573",68.2,3,1,1334,117
"1574",67.68,3,1,1334,117
"1575",63.32,3,1,1334,117
"1576",55.6,3,1,1389,234
"1577",59.08,3,1,1389,234
"1578",66.92,3,1,1389,234
"1579",64.96,3,1,1390,152
"1580",53.7,3,1,1390,152
"1581",56.84,3,1,1390,152
"1582",54.68,3,1,1415,234
"1583",56.2,3,1,1415,234
"1584",56.16,3,1,1415,234
"1585",48.34,3,1,1417,152
"1586",75.22,3,1,1417,152
"1587",72.28,3,1,1417,152
"1588",56.86,3,1,1419,117
"1589",57.62,3,1,1419,117
"1590",66.46,3,1,1419,117
"1591",57.22,5,1,1916,26
"1592",52.26,5,1,1916,26
"1593",54.78,5,1,1916,208
"1594",64.96,5,1,1917,26
"1595",55.78,5,1,1917,26
"1596",52.8,5,1,1917,26
"1597",75.88,5,1,1919,122
"1598",76.8,5,1,1919,26
"1599",83.9,5,1,1919,208
"1600",69.8,5,1,1928,122
"1601",66.38,5,1,1928,42
"1602",58.06,5,1,1928,26
"1603",68.22,5,1,1930,42
"1604",61.44,5,1,1930,42
"1605",67.44,5,1,1930,42
"1606",61.62,5,1,1954,42
"1607",66.72,5,1,1954,42
"1608",62.14,5,1,1954,42
"1609",66.16,5,1,1955,42
"1610",74.54,5,1,1955,42
"1611",64.82,5,1,1955,42
"1612",71.16,5,1,1956,42
"1613",70.74,5,1,1956,42
"1614",73.68,5,1,1956,42
"1615",51.9,5,1,1962,42
"1616",55.6,5,1,1962,42
"1617",58.64,5,1,1962,42
"1618",63.32,5,1,1963,42
"1619",47.32,5,1,1963,42
"1620",44.34,5,1,1963,42
"1621",63.66,5,1,1986,122
"1622",60.22,5,1,1986,122
"1623",53.7,5,1,1986,122
"1624",56.64,5,1,1987,122
"1625",69.04,5,1,1987,122
"1626",57.14,5,1,1987,122
"1627",69.56,5,1,1991,122
"1628",51.66,5,1,1991,122
"1629",41.88,5,1,1991,26
"1630",64.3,5,1,1993,122
"1631",65.26,5,1,1993,122
"1632",56.42,5,1,1993,26
"1633",69.76,5,1,1995,122
"1634",65.14,5,1,1995,122
"1635",72.74,5,1,1995,122
"1636",68.28,5,1,1996,122
"1637",78.2,5,1,1996,122
"1638",67.1,5,1,1996,122
"1639",59.08,5,1,2019,26
"1640",57.46,5,1,2019,26
"1641",53.26,5,1,2019,26
"1642",56.64,5,1,2020,26
"1643",48.2,5,1,2020,26
"1644",55.66,5,1,2020,26
"1645",76.18,5,1,2021,26
"1646",83.26,5,1,2021,26
"1647",79.7,5,1,2021,26
"1648",81.98,5,1,2026,26
"1649",60.68,5,1,2026,26
"1650",66.1,5,1,2026,26
"1651",66.5,5,1,2027,26
"1652",59.54,5,1,2027,26
"1653",53.88,5,1,2027,26
"1654",65.12,5,1,2028,26
"1655",73.4,5,1,2028,26
"1656",79.88,5,1,2028,26
"1657",59.42,5,1,2054,42
"1658",55.36,5,1,2054,42
"1659",60.54,5,1,2054,42
"1660",67.74,5,1,2059,42
"1661",45.78,5,1,2059,42
"1662",65.94,5,1,2059,42
"1663",79.38,5,1,2064,122
"1664",72.42,5,1,2064,122
"1665",80.22,5,1,2064,122
"1666",72.24,5,1,2068,122
"1667",58.6,5,1,2068,122
"1668",72.06,5,1,2068,122
"1669",69.98,5,1,2071,122
"1670",83.74,5,1,2071,122
"1671",74.24,5,1,2071,122
"1672",70.16,5,1,2072,122
"1673",78.38,5,1,2072,122
"1674",74.76,5,1,2072,26
"1675",98.4,5,1,2073,122
"1676",98.36,5,1,2073,122
"1677",94.26,5,1,2073,122
"1678",44.28,4,1,1521,129
"1679",48.66,4,1,1521,129
"1680",52.8,4,1,1521,129
"1681",50.24,4,1,1536,118
"1682",58.7,4,1,1536,118
"1683",55.24,4,1,1536,118
"1684",60.9,4,1,1537,31
"1685",71.5,4,1,1537,31
"1686",67.74,4,1,1537,31
"1687",77.96,4,1,1701,123
"1688",83.22,4,1,1701,123
"1689",70.76,4,1,1701,123
"1690",72.48,4,1,1617,31
"1691",67.02,4,1,1617,31
"1692",71.68,4,1,1617,31
"1693",84.66,4,1,1621,129
"1694",81.98,4,1,1621,129
"1695",76.98,4,1,1621,129
"1696",72.34,4,1,1622,123
"1697",84.4,4,1,1622,123
"1698",68.42,4,1,1622,123
"1699",72.2,4,1,1623,31
"1700",78.76,4,1,1623,31
"1701",77.26,4,1,1623,31
"1702",73.06,4,1,1644,123
"1703",80.8,4,1,1644,123
"1704",77.14,4,1,1644,123
"1705",82.44,4,1,1646,31
"1706",85.74,4,1,1646,31
"1707",83.78,4,1,1646,31
"1708",94.18,4,1,1651,129
"1709",86.78,4,1,1651,129
"1710",93.66,4,1,1651,129
"1711",81.68,4,1,1654,123
"1712",88.12,4,1,1654,123
"1713",81.42,4,1,1654,123
"1714",70.58,4,1,1683,123
"1715",56.78,4,1,1683,123
"1716",50.6,4,1,1683,123
"1717",52.22,4,1,1685,129
"1718",44.74,4,1,1685,129
"1719",76.44,4,1,1685,129
"1720",58.6,4,1,1691,113
"1721",81.08,4,1,1691,160
"1722",74.6,4,1,1691,64
"1723",87.34,4,1,1692,123
"1724",82.36,4,1,1692,123
"1725",85.28,4,1,1692,123
"1726",68.72,4,1,1697,31
"1727",72.36,4,1,1697,31
"1728",77.4,4,1,1697,31
"1729",59.72,4,1,1708,123
"1730",77.72,4,1,1708,123
"1731",66.3,4,1,1708,123
"1732",34.24,4,1,1722,31
"1733",44.96,4,1,1722,31
"1734",35.2,4,1,1722,31
"1735",71.68,4,1,1725,129
"1736",71.26,4,1,1725,129
"1737",81.96,4,1,1725,129
"1738",74.9,4,1,1727,123
"1739",70.06,4,1,1727,123
"1740",73.56,4,1,1727,123
"1741",59.4,4,1,1728,31
